suite,query_name,disable_zonemap,disable_sketch,mode,run,total_time_s,row_groups_pruned_by_zonemap,segments_pruned_by_zonemap,segments_pruned_by_sketch,vectors_processed
layout_selectivity,block_5_pct,false,true,zonemap_only,4,0.0177,77,0,0,300
layout_selectivity,block_10_pct,false,true,zonemap_only,4,0.0158,73,0,0,540
layout_selectivity,block_20_pct,false,true,zonemap_only,4,0.0201,65,0,0,1020
layout_selectivity,block_50_pct,false,true,zonemap_only,4,0.0227,41,0,0,2460
layout_selectivity,block_90_pct,false,true,zonemap_only,4,0.0237,8,0,0,4440
layout_selectivity,random_0_1_pct,false,true,zonemap_only,5,0.0348,0,0,0,4883
layout_selectivity,random_1_pct,false,true,zonemap_only,5,0.0316,0,0,0,4883
layout_selectivity,random_5_pct,false,true,zonemap_only,5,0.0328,0,0,0,4883
layout_selectivity,random_10_pct,false,true,zonemap_only,5,0.0283,0,0,0,4883
layout_selectivity,random_20_pct,false,true,zonemap_only,5,0.0353,0,0,0,4883
layout_selectivity,random_50_pct,false,true,zonemap_only,5,0.0427,0,0,0,4883
layout_selectivity,random_90_pct,false,true,zonemap_only,5,0.0318,0,0,0,4883
layout_selectivity,sorted_0_1_pct,false,true,zonemap_only,5,0.0181,81,0,0,60
layout_selectivity,sorted_1_pct,false,true,zonemap_only,5,0.0168,81,0,0,60
layout_selectivity,sorted_5_pct,false,true,zonemap_only,5,0.0131,77,0,0,300
layout_selectivity,sorted_10_pct,false,true,zonemap_only,5,0.0141,73,0,0,540
layout_selectivity,sorted_20_pct,false,true,zonemap_only,5,0.0185,65,0,0,1020
layout_selectivity,sorted_50_pct,false,true,zonemap_only,5,0.0185,41,0,0,2460
layout_selectivity,sorted_90_pct,false,true,zonemap_only,5,0.0307,8,0,0,4440
layout_selectivity,block_0_1_pct,false,true,zonemap_only,5,0.0149,81,0,0,60
layout_selectivity,block_1_pct,false,true,zonemap_only,5,0.0164,81,0,0,60
layout_selectivity,block_5_pct,false,true,zonemap_only,5,0.0166,77,0,0,300
layout_selectivity,block_10_pct,false,true,zonemap_only,5,0.0167,73,0,0,540
layout_selectivity,block_20_pct,false,true,zonemap_only,5,0.0196,65,0,0,1020
layout_selectivity,block_50_pct,false,true,zonemap_only,5,0.0232,41,0,0,2460
layout_selectivity,block_90_pct,false,true,zonemap_only,5,0.0310,8,0,0,4440
layout_selectivity,random_0_1_pct,false,true,zonemap_only,6,0.0283,0,0,0,4883
layout_selectivity,random_1_pct,false,true,zonemap_only,6,0.0333,0,0,0,4883
layout_selectivity,random_5_pct,false,true,zonemap_only,6,0.0350,0,0,0,4883
layout_selectivity,random_10_pct,false,true,zonemap_only,6,0.0351,0,0,0,4883
layout_selectivity,random_20_pct,false,true,zonemap_only,6,0.0274,0,0,0,4883
layout_selectivity,random_50_pct,false,true,zonemap_only,6,0.0379,0,0,0,4883
